ctryname,year,cowcode,illtreatment,RstrctAccess,wdi_aid,wdi_gr,wdi_pop,van_index,cyear,dumAsia,dumAfrica,dumEurope,dumNAmerica,dumLAmerica,lngdp,polity2,polity.category,illtrmt.category,region
Italy,2002,325,8,0,NA,36.183423476,57157400,36.799999237,3252002,0,0,1,0,0,28.109886169,10,Democracy,High,Europe
Italy,2003,325,10,0,NA,36.166972091,57604650,39.700000763,3252003,0,0,1,0,0,28.109716415,10,Democracy,High,Europe
Italy,2004,325,5,0,NA,35.674683884,58175300,33.900001526,3252004,0,0,1,0,0,28.124917984,10,Democracy,NA,Europe
Italy,2005,325,29,1,NA,35.356090851,58607050,NA,3252005,0,0,1,0,0,28.131456375,10,Democracy,High,Europe
Albania,1995,339,5,0,222790000,21.201361839,3133759,18.700000763,3391995,0,0,1,0,0,23.085229874,5,Anocracy,Middle,Europe
Albania,1996,339,7,0,289810000,14.997738752,3105896,18.700000763,3391996,0,0,1,0,0,23.172325134,0,Anocracy,Middle,Europe
Albania,1997,339,2,0,231830000,16.479462453,3086806,14.899999619,3391997,0,0,1,0,0,23.064741135,5,Anocracy,Middle,Europe
Albania,1998,339,1,0,380440000,21.609061621,3075628,14.899999619,3391998,0,0,1,0,0,23.184299469,5,Anocracy,Low,Europe
Albania,1999,339,2,0,707280000,NA,3069856,13.199999809,3391999,0,0,1,0,0,23.280517578,5,Anocracy,Middle,Europe
Albania,2000,339,14,0,486490000,NA,3067556,13.199999809,3392000,0,0,1,0,0,23.350976944,5,Anocracy,High,Europe
Albania,2001,339,22,0,420470000,NA,3069383,20.5,3392001,0,0,1,0,0,23.418636322,5,Anocracy,High,Europe
Albania,2002,339,11,0,442580000,23.434730393,3076282,20.5,3392002,0,0,1,0,0,23.447223663,7,Democracy,High,Europe
Albania,2003,339,12,0,450770000,24.070758782,3086736,20.5,3392003,0,0,1,0,0,23.502656937,7,Democracy,High,Europe
Albania,2004,339,11,0,344430000,23.630659216,3098677,20.5,3392004,0,0,1,0,0,23.5599823,7,Democracy,High,Europe
Albania,2005,339,7,0,356470000,NA,3110579,NA,3392005,0,0,1,0,0,23.613523483,9,Democracy,NA,Europe
,1995,343,NA,NA,NA,NA,NA,NA,3431995,0,0,0,0,0,NA,NA,NA,NA,NA
,1996,343,NA,NA,NA,NA,NA,NA,3431996,0,0,0,0,0,NA,NA,NA,NA,NA
Macedonia,1997,343,5,0,130880000,NA,1984186,16.299999237,3431997,0,0,1,0,0,23.216169357,6,Democracy,Middle,Europe
Macedonia,1998,343,4,0,143350000,NA,1994293,16.100000381,3431998,0,0,1,0,0,23.249399185,6,Democracy,Middle,Europe
Macedonia,1999,343,1,0,385880000,NA,2003566,20.100000381,3431999,0,0,1,0,0,23.291875839,6,Democracy,Low,Europe
Macedonia,2000,343,20,0,385970000,NA,2011614,20.100000381,3432000,0,0,1,0,0,23.336360931,6,Democracy,High,Europe
Macedonia,2001,343,36,0,383570000,NA,2018347,20.100000381,3432001,0,0,1,0,0,23.290052414,6,Democracy,High,Europe
Macedonia,2002,343,7,0,413990000,NA,2023913,23.299999237,3432002,0,0,1,0,0,23.298551559,9,Democracy,NA,Europe
Macedonia,2003,343,4,0,331520000,NA,2028451,23.299999237,3432003,0,0,1,0,0,23.32632637,9,Democracy,NA,Europe
Macedonia,2004,343,1,0,288910000,NA,2032188,21.899999619,3432004,0,0,1,0,0,23.366365433,9,Democracy,Low,Europe
Macedonia,2005,343,0,0,254050000,34.88381486,2035312,NA,3432005,0,0,1,0,0,23.406570435,9,Democracy,Low,Europe
Croatia,1995,344,20,0,66050000,36.670486054,4669000,22.200000763,3441995,0,0,1,0,0,24.492635727,-5,Anocracy,High,Europe
Croatia,1996,344,10,0,159700000,37.092001432,4494000,22.200000763,3441996,0,0,1,0,0,24.549354553,-5,Anocracy,High,Europe
Croatia,1997,344,6,0,62430000,36.19306845,4572000,19.700000763,3441997,0,0,1,0,0,24.614984512,-5,Anocracy,Middle,Europe
Croatia,1998,344,8,0,65070000,39.110730112,4501000,19.700000763,3441998,0,0,1,0,0,24.63602066,-5,Anocracy,High,Europe
Croatia,1999,344,2,0,70780000,37.257064678,4554000,19.700000763,3441999,0,0,1,0,0,24.620880127,1,Anocracy,Middle,Europe
Croatia,2000,344,3,0,100470000,35.981733662,4426000,28.700000763,3442000,0,0,1,0,0,24.650754929,8,Democracy,NA,Europe
Croatia,2001,344,2,0,189410000,34.321423225,4440000,28.700000763,3442001,0,0,1,0,0,24.688386917,8,Democracy,NA,Europe
Croatia,2002,344,6,0,199850000,36.049714583,4440000,28.700000763,3442002,0,0,1,0,0,24.741376877,8,Democracy,NA,Europe
Croatia,2003,344,2,0,151830000,35.581751949,4440000,28.200000763,3442003,0,0,1,0,0,24.789762497,8,Democracy,NA,Europe
Croatia,2004,344,2,0,139290000,35.43434846,4439000,28.200000763,3442004,0,0,1,0,0,24.831382751,8,Democracy,NA,Europe
,2005,344,NA,NA,NA,NA,NA,NA,3442005,0,0,0,0,0,NA,NA,NA,NA,NA
,1995,346,NA,NA,NA,NA,NA,NA,3461995,0,0,0,0,0,NA,NA,NA,NA,NA
,1996,346,NA,NA,NA,NA,NA,NA,3461996,0,0,0,0,0,NA,NA,NA,NA,NA
,1997,346,NA,NA,NA,NA,NA,NA,3461997,0,0,0,0,0,NA,NA,NA,NA,NA
,1998,346,NA,NA,NA,NA,NA,NA,3461998,0,0,0,0,0,NA,NA,NA,NA,NA
,1999,346,NA,NA,NA,NA,NA,NA,3461999,0,0,0,0,0,NA,NA,NA,NA,NA
,2000,346,NA,NA,NA,NA,NA,NA,3462000,0,0,0,0,0,NA,NA,NA,NA,NA
Bosnia and Herzegovina,2001,346,3,0,996280000,NA,3748354,26.100000381,3462001,0,0,1,0,0,23.621320724,NA,NA,NA,Europe
Bosnia and Herzegovina,2002,346,2,0,838540000,NA,3776053,21.5,3462002,0,0,1,0,0,23.672964096,NA,NA,NA,Europe
Bosnia and Herzegovina,2003,346,1,0,676550000,37.14017163,3783067,21.5,3462003,0,0,1,0,0,23.712184906,NA,NA,Low,Europe
,2004,346,NA,NA,NA,NA,NA,NA,3462004,0,0,0,0,0,NA,NA,NA,NA,NA
Bosnia and Herzegovina,2005,346,6,0,601510000,37.026380765,3781274,NA,3462005,0,0,1,0,0,23.820186615,NA,NA,NA,Europe
,1995,347,NA,NA,NA,NA,NA,NA,3471995,0,0,0,0,0,NA,NA,NA,NA,NA
,1996,347,NA,NA,NA,NA,NA,NA,3471996,0,0,0,0,0,NA,NA,NA,NA,NA
,1997,347,NA,NA,NA,NA,NA,NA,3471997,0,0,0,0,0,NA,NA,NA,NA,NA
,1998,347,NA,NA,NA,NA,NA,NA,3471998,0,0,0,0,0,NA,NA,NA,NA,NA
,1999,347,NA,NA,NA,NA,NA,NA,3471999,0,0,0,0,0,NA,NA,NA,NA,NA
,2000,347,NA,NA,NA,NA,NA,NA,3472000,0,0,0,0,0,NA,NA,NA,NA,NA
,2001,347,NA,NA,NA,NA,NA,NA,3472001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,347,NA,NA,NA,NA,NA,NA,3472002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,347,NA,NA,NA,NA,NA,NA,3472003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,347,NA,NA,NA,NA,NA,NA,3472004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,347,NA,NA,NA,NA,NA,NA,3472005,0,0,0,0,0,NA,NA,NA,NA,NA
Slovenia,1995,349,1,0,66680000,35.785586088,1990000,32.700000763,3491995,0,0,1,0,0,24.179130554,10,Democracy,Low,Europe
,1996,349,NA,NA,NA,NA,NA,NA,3491996,0,0,0,0,0,NA,NA,NA,NA,NA
,1997,349,NA,NA,NA,NA,NA,NA,3491997,0,0,0,0,0,NA,NA,NA,NA,NA
,1998,349,NA,NA,NA,NA,NA,NA,3491998,0,0,0,0,0,NA,NA,NA,NA,NA
,1999,349,NA,NA,NA,NA,NA,NA,3491999,0,0,0,0,0,NA,NA,NA,NA,NA
Slovenia,2000,349,2,0,104120000,39.073708019,1989000,28.799999237,3492000,0,0,1,0,0,24.392406464,10,Democracy,NA,Europe
Slovenia,2001,349,3,0,217490000,40.053355004,1992000,28.799999237,3492001,0,0,1,0,0,24.420499802,10,Democracy,NA,Europe
Slovenia,2002,349,0,0,84450000,37.412228986,1994000,28.5,3492002,0,0,1,0,0,24.459468842,10,Democracy,Low,Europe
Slovenia,2003,349,3,0,85970000,39.357423233,1995699.8772,31.200000763,3492003,0,0,1,0,0,24.487426758,10,Democracy,NA,Europe
,2004,349,NA,NA,NA,NA,NA,NA,3492004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,349,NA,NA,NA,NA,NA,NA,3492005,0,0,0,0,0,NA,NA,NA,NA,NA
Greece,1995,350,12,0,NA,35.068834564,10634000,35.299999237,3501995,0,0,1,0,0,25.971204758,10,Democracy,High,Europe
Greece,1996,350,6,0,NA,35.847674063,10709000,37.799999237,3501996,0,0,1,0,0,25.994514465,10,Democracy,NA,Europe
Greece,1997,350,2,0,NA,37.405072998,10777000,37.799999237,3501997,0,0,1,0,0,26.030244827,10,Democracy,NA,Europe
Greece,1998,350,9,0,NA,38.99714861,10835000,37.799999237,3501998,0,0,1,0,0,26.063327789,10,Democracy,High,Europe
Greece,1999,350,7,0,NA,39.659847822,10883000,37.799999237,3501999,0,0,1,0,0,26.096950531,10,Democracy,NA,Europe
Greece,2000,350,2,0,NA,41.549445631,10917500,36.099998474,3502000,0,0,1,0,0,26.140750885,10,Democracy,NA,Europe
Greece,2001,350,15,0,NA,39.478132241,10949950,36.099998474,3502001,0,0,1,0,0,26.181865692,10,Democracy,High,Europe
Greece,2002,350,9,0,NA,39.057661291,10987550,36.099998474,3502002,0,0,1,0,0,26.215681076,10,Democracy,High,Europe
Greece,2003,350,13,0,NA,38.007161784,11023550,36.099998474,3502003,0,0,1,0,0,26.269996643,10,Democracy,High,Europe
Greece,2004,350,2,0,NA,36.773465252,11061750,36.900001526,3502004,0,0,1,0,0,26.317987442,10,Democracy,NA,Europe
Greece,2005,350,7,0,NA,36.884781416,11104000,NA,3502005,0,0,1,0,0,26.346559525,10,Democracy,NA,Europe
,1995,352,NA,NA,NA,NA,NA,NA,3521995,0,0,0,0,0,NA,NA,NA,NA,NA
,1996,352,NA,NA,NA,NA,NA,NA,3521996,0,0,0,0,0,NA,NA,NA,NA,NA
,1997,352,NA,NA,NA,NA,NA,NA,3521997,0,0,0,0,0,NA,NA,NA,NA,NA
,1998,352,NA,NA,NA,NA,NA,NA,3521998,0,0,0,0,0,NA,NA,NA,NA,NA
,1999,352,NA,NA,NA,NA,NA,NA,3521999,0,0,0,0,0,NA,NA,NA,NA,NA
,2000,352,NA,NA,NA,NA,NA,NA,3522000,0,0,0,0,0,NA,NA,NA,NA,NA
,2001,352,NA,NA,NA,NA,NA,NA,3522001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,352,NA,NA,NA,NA,NA,NA,3522002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,352,NA,NA,NA,NA,NA,NA,3522003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,352,NA,NA,NA,NA,NA,NA,3522004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,352,NA,NA,NA,NA,NA,NA,3522005,0,0,0,0,0,NA,NA,NA,NA,NA
Bulgaria,1995,355,9,0,138500000,35.514198092,8400000,29.5,3551995,0,0,1,0,0,24.712873459,8,Democracy,High,Europe
Bulgaria,1996,355,12,0,227670000,32.264765186,8356000,29.5,3551996,0,0,1,0,0,24.61415863,8,Democracy,High,Europe
Bulgaria,1997,355,8,0,307330000,31.396100455,8312068,22,3551997,0,0,1,0,0,24.556528091,8,Democracy,High,Europe
Bulgaria,1998,355,6,0,337900000,32.641721246,8257000,22,3551998,0,0,1,0,0,24.595748901,8,Democracy,NA,Europe
Bulgaria,1999,355,8,0,3.68E+08,33.130810324,8208000,22,3551999,0,0,1,0,0,24.618488312,8,Democracy,High,Europe
Bulgaria,2000,355,10,0,443080000,33.689505442,8060000,22,3552000,0,0,1,0,0,24.671081543,8,Democracy,High,Europe
Bulgaria,2001,355,14,0,544470000,33.002675743,7910000,27.600000381,3552001,0,0,1,0,0,24.711263657,9,Democracy,High,Europe
Bulgaria,2002,355,6,0,476530000,33.001443478,7869000,27.600000381,3552002,0,0,1,0,0,24.755279541,9,Democracy,NA,Europe
Bulgaria,2003,355,7,0,532680000,35.191676712,7823000,27.600000381,3552003,0,0,1,0,0,24.804138184,9,Democracy,NA,Europe
Bulgaria,2004,355,2,0,732700000,37.378083791,7781000,27.600000381,3552004,0,0,1,0,0,24.868442535,9,Democracy,NA,Europe
Bulgaria,2005,355,4,0,NA,38.273034904,7740000,NA,3552005,0,0,1,0,0,24.92902565,9,Democracy,NA,Europe
Moldova,1995,359,4,0,85280000,28.371375778,4338750,9.8000001907,3591995,0,0,1,0,0,22.638843536,7,Democracy,Middle,Europe
Moldova,1996,359,8,0,46920000,23.672668319,4306724,18.5,3591996,0,0,1,0,0,22.585443497,7,Democracy,High,Europe
Moldova,1997,359,3,1,88650000,29.401375163,4266089,18.5,3591997,0,0,1,0,0,22.601316452,7,Democracy,Middle,Europe
Moldova,1998,359,3,1,56620000,31.29905385,4217497,22,3591998,0,0,1,0,0,22.534107208,7,Democracy,Middle,Europe
Moldova,1999,359,3,0,140510000,23.961220545,4161844,22,3591999,0,0,1,0,0,22.499515533,7,Democracy,Middle,Europe
Moldova,2000,359,6,0,171670000,24.502723066,4100257,22,3592000,0,0,1,0,0,22.520298004,7,Democracy,Middle,Europe
Moldova,2001,359,3,0,174570000,21.243676815,4032765,10.300000191,3592001,0,0,1,0,0,22.579509735,8,Democracy,NA,Europe
Moldova,2002,359,2,0,190260000,24.798435954,3960665,10.300000191,3592002,0,0,1,0,0,22.65461731,8,Democracy,NA,Europe
Moldova,2003,359,4,0,149100000,26.709228797,3887928,10.300000191,3592003,0,0,1,0,0,22.718530655,8,Democracy,NA,Europe
Moldova,2004,359,1,0,134830000,28.782667911,3819598,10.300000191,3592004,0,0,1,0,0,22.790014267,8,Democracy,Low,Europe
Moldova,2005,359,3,0,189120000,31.689263553,3759329,NA,3592005,0,0,1,0,0,22.862348557,9,Democracy,NA,Europe
Romania,1995,360,12,0,378380000,NA,22681000,27.700000763,3601995,0,0,1,0,0,25.757673264,5,Anocracy,High,Europe
Romania,1996,360,11,0,296480000,NA,22608000,32.099998474,3601996,0,0,1,0,0,25.796979904,8,Democracy,High,Europe
Romania,1997,360,11,0,310670000,NA,22554000,32.099998474,3601997,0,0,1,0,0,25.734010696,8,Democracy,High,Europe
Romania,1998,360,18,0,525690000,NA,22503000,32.099998474,3601998,0,0,1,0,0,25.684934616,8,Democracy,High,Europe
Romania,1999,360,1,0,562410000,NA,22457994,32.099998474,3601999,0,0,1,0,0,25.672863007,8,Democracy,Low,Europe
Romania,2000,360,13,0,685770000,NA,22443000,20.600000381,3602000,0,0,1,0,0,25.693645477,8,Democracy,High,Europe
Romania,2001,360,19,0,1109460000,NA,22132000,20.600000381,3602001,0,0,1,0,0,25.749080658,8,Democracy,High,Europe
Romania,2002,360,6,0,631830000,25.780947392,21803128.876,20.600000381,3602002,0,0,1,0,0,25.798822403,8,Democracy,NA,Europe
Romania,2003,360,13,0,749480000,24.543717715,21742028.255,22.799999237,3602003,0,0,1,0,0,25.849515915,8,Democracy,High,Europe
Romania,2004,360,10,0,1061440000,24.210755761,21684883.93,25.299999237,3602004,0,0,1,0,0,25.930173874,9,Democracy,High,Europe
,2005,360,NA,NA,NA,NA,NA,NA,3602005,0,0,0,0,0,NA,NA,NA,NA,NA
Russian Federation,1995,365,27,1,1931480000,NA,148141000,29.899999619,3651995,0,0,1,0,0,27.782365799,NA,NA,High,Europe
Russian Federation,1996,365,21,1,NA,NA,NA,29.5,3651996,0,0,1,0,0,NA,NA,NA,High,Europe
Russian Federation,1997,365,21,1,1092840000,NA,147304000,29.5,3651997,0,0,1,0,0,27.7596035,NA,NA,High,Europe
Russian Federation,1998,365,9,1,NA,NA,NA,29.5,3651998,0,0,1,0,0,NA,NA,NA,High,Europe
Russian Federation,1999,365,10,0,NA,NA,NA,28.799999237,3651999,0,0,1,0,0,NA,NA,NA,High,Europe
Russian Federation,2000,365,49,0,2145300000,NA,146303000,29.399999619,3652000,0,0,1,0,0,27.862493515,NA,NA,High,Europe
Russian Federation,2001,365,37,0,1489750000,NA,145949580.34,29.399999619,3652001,0,0,1,0,0,27.912158966,NA,NA,High,Europe
Russian Federation,2002,365,22,0,NA,NA,NA,29.399999619,3652002,0,0,1,0,0,NA,NA,NA,High,Europe
Russian Federation,2003,365,12,0,NA,NA,NA,22.200000763,3652003,0,0,1,0,0,NA,NA,NA,High,Europe
Russian Federation,2004,365,19,0,NA,NA,NA,17.299999237,3652004,0,0,1,0,0,NA,NA,NA,High,Europe
Russian Federation,2005,365,15,0,NA,NA,143150000,NA,3652005,0,0,1,0,0,28.160446167,NA,NA,High,Europe
Estonia,1995,366,0,0,74270000,NA,1437000,24.200000763,3661995,0,0,1,0,1,23.121608734,6,Democracy,Low,Latin America
Estonia,1996,366,1,0,76900000,NA,1416000,24.200000763,3661996,0,0,1,0,1,23.176937103,6,Democracy,Low,Latin America
,1997,366,NA,NA,NA,NA,NA,NA,3661997,0,0,0,0,0,NA,NA,NA,NA,NA
,1998,366,NA,NA,NA,NA,NA,NA,3661998,0,0,0,0,0,NA,NA,NA,NA,NA
,1999,366,NA,NA,NA,NA,NA,NA,3661999,0,0,0,0,0,NA,NA,NA,NA,NA
,2000,366,NA,NA,NA,NA,NA,NA,3662000,0,0,0,0,0,NA,NA,NA,NA,NA
,2001,366,NA,NA,NA,NA,NA,NA,3662001,0,0,0,0,0,NA,NA,NA,NA,NA
,2002,366,NA,NA,NA,NA,NA,NA,3662002,0,0,0,0,0,NA,NA,NA,NA,NA
Estonia,2003,366,1,0,110430000,31.327682208,1353520.1495,28.200000763,3662003,0,0,1,0,1,23.666822433,9,Democracy,Low,Latin America
,2004,366,NA,NA,NA,NA,NA,NA,3662004,0,0,0,0,0,NA,NA,NA,NA,NA
Estonia,2005,366,2,0,NA,30.18441187,1346100,NA,3662005,0,0,1,0,1,23.826742172,9,Democracy,NA,Latin America
Latvia,1995,367,2,0,80840000,25.753652959,2515000,26.700000763,3671995,0,0,1,0,1,23.392112732,8,Democracy,NA,Latin America
,1996,367,NA,NA,NA,NA,NA,NA,3671996,0,0,0,0,0,NA,NA,NA,NA,NA
,1997,367,NA,NA,NA,NA,NA,NA,3671997,0,0,0,0,0,NA,NA,NA,NA,NA
,1998,367,NA,NA,NA,NA,NA,NA,3671998,0,0,0,0,0,NA,NA,NA,NA,NA
Latvia,1999,367,2,0,146790000,28.623419814,2390000,27.700000763,3671999,0,0,1,0,1,23.600963593,8,Democracy,NA,Latin America
,2000,367,NA,NA,NA,NA,NA,NA,3672000,0,0,0,0,0,NA,NA,NA,NA,NA
Latvia,2001,367,2,0,180010000,23.825533956,2359000,27.700000763,3672001,0,0,1,0,1,23.745182037,8,Democracy,NA,Latin America
,2002,367,NA,NA,NA,NA,NA,NA,3672002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,367,NA,NA,NA,NA,NA,NA,3672003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,367,NA,NA,NA,NA,NA,NA,3672004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,367,NA,NA,NA,NA,NA,NA,3672005,0,0,0,0,0,NA,NA,NA,NA,NA
,1995,368,NA,NA,NA,NA,NA,NA,3681995,0,0,0,0,0,NA,NA,NA,NA,NA
Lithuania,1996,368,0,0,116030000,NA,3605000,28.100000381,3681996,0,0,1,0,1,24.006694794,10,Democracy,Low,Latin America
,1997,368,NA,NA,NA,NA,NA,NA,3681997,0,0,0,0,0,NA,NA,NA,NA,NA
,1998,368,NA,NA,NA,NA,NA,NA,3681998,0,0,0,0,0,NA,NA,NA,NA,NA
,1999,368,NA,NA,NA,NA,NA,NA,3681999,0,0,0,0,0,NA,NA,NA,NA,NA
,2000,368,NA,NA,NA,NA,NA,NA,3682000,0,0,0,0,0,NA,NA,NA,NA,NA
Lithuania,2001,368,3,0,237770000,25.371271607,3481295.3336,27.399999619,3682001,0,0,1,0,1,24.231206894,10,Democracy,NA,Latin America
,2002,368,NA,NA,NA,NA,NA,NA,3682002,0,0,0,0,0,NA,NA,NA,NA,NA
,2003,368,NA,NA,NA,NA,NA,NA,3682003,0,0,0,0,0,NA,NA,NA,NA,NA
,2004,368,NA,NA,NA,NA,NA,NA,3682004,0,0,0,0,0,NA,NA,NA,NA,NA
,2005,368,NA,NA,NA,NA,NA,NA,3682005,0,0,0,0,0,NA,NA,NA,NA,NA
Ukraine,1995,369,4,0,419290000,NA,51512298.606,30.100000381,3691995,0,0,1,0,0,26.025716782,7,Democracy,Middle,Europe
Ukraine,1996,369,8,0,509130000,NA,51057188.981,30.100000381,3691996,0,0,1,0,0,25.92035675,7,Democracy,High,Europe
Ukraine,1997,369,6,0,360920000,NA,50594105.019,30.100000381,3691997,0,0,1,0,0,25.8898983,7,Democracy,Middle,Europe
Ukraine,1998,369,6,0,640540000,NA,50143939.13,29.899999619,3691998,0,0,1,0,0,25.870714188,7,Democracy,Middle,Europe
Ukraine,1999,369,4,0,751510000,23.329218682,49673349.992,29.799999237,3691999,0,0,1,0,0,25.868713379,7,Democracy,Middle,Europe
Ukraine,2000,369,8,0,751810000,26.782618922,49175847.643,32.599998474,3692000,0,0,1,0,0,25.926038742,6,Democracy,High,Europe
Ukraine,2001,369,6,0,721010000,26.573877271,48683864.578,29.799999237,3692001,0,0,1,0,0,26.01404953,6,Democracy,Middle,Europe
Ukraine,2002,369,7,0,635210000,29.232259377,48202500,30.200000763,3692002,0,0,1,0,0,26.064743042,6,Democracy,Middle,Europe
Ukraine,2003,369,7,0,410450000,29.885232668,47812950,30.200000763,3692003,0,0,1,0,0,26.154582977,6,Democracy,Middle,Europe
Ukraine,2004,369,4,0,422600000,30.710496317,47451600,33.200000763,3692004,0,0,1,0,0,26.26880455,6,Democracy,Middle,Europe
Ukraine,2005,369,4,0,462450000,35.10762212,47105150,NA,3692005,0,0,1,0,0,26.295446396,6,Democracy,Middle,Europe
Belarus,1995,370,9,0,261570000,30.026704535,10194000,8,3701995,0,0,1,0,0,24.479892731,0,Anocracy,High,Europe
Belarus,1996,370,0,0,95440000,30.531976781,10160000,8,3701996,0,0,1,0,0,24.507509232,-7,Autocracy,Low,Europe
Belarus,1997,370,5,0,73540000,31.82942185,10117000,7.1999998093,3701997,0,0,1,0,0,24.615465164,-7,Autocracy,Middle,Europe
Belarus,1998,370,13,0,54540000,29.106440103,10069000,7.1999998093,3701998,0,0,1,0,0,24.696123123,-7,Autocracy,High,Europe
Belarus,1999,370,8,0,54750000,28.711870804,10035000,7.1999998093,3701999,0,0,1,0,0,24.729558945,-7,Autocracy,High,Europe
Belarus,2000,370,14,0,51120000,28.68127176,10005000,7.1999998093,3702000,0,0,1,0,0,24.785938263,-7,Autocracy,High,Europe
Belarus,2001,370,13,0,59410000,28.476172175,9970260.0553,14.800000191,3702001,0,0,1,0,0,24.832109451,-7,Autocracy,High,Europe
Belarus,2002,370,4,0,56810000,26.567718635,9925000,14.800000191,3702002,0,0,1,0,0,24.88133049,-7,Autocracy,Middle,Europe
Belarus,2003,370,1,0,61740000,29.322972914,9873968.3512,14.800000191,3702003,0,0,1,0,0,24.949392319,-7,Autocracy,Low,Europe
Belarus,2004,370,0,0,55780000,31.435751463,9824469.4513,16,3702004,0,0,1,0,0,25.057796478,-7,Autocracy,Low,Europe
Belarus,2005,370,6,0,65980000,33.778567048,9775591.4939,NA,3702005,0,0,1,0,0,25.148010254,-7,Autocracy,Middle,Europe
Armenia,1995,371,6,0,273060000,NA,3223169,14.300000191,3711995,1,0,0,0,0,22.427267075,3,Anocracy,Middle,Asia
Armenia,1996,371,5,0,371620000,NA,3172156,17.399999619,3711996,1,0,0,0,0,22.484264374,-6,Autocracy,Middle,Asia
Armenia,1997,371,5,0,223820000,NA,3134770,17.399999619,3711997,1,0,0,0,0,22.516935349,-6,Autocracy,Middle,Asia
Armenia,1998,371,7,0,264140000,NA,3108982,18,3711998,1,0,0,0,0,22.587394714,5,Anocracy,Middle,Asia
Armenia,1999,371,7,0,281240000,NA,3090433,16.200000763,3711999,1,0,0,0,0,22.619861603,5,Anocracy,Middle,Asia
Armenia,2000,371,10,0,287680000,NA,3075811,16.200000763,3712000,1,0,0,0,0,22.677186966,5,Anocracy,High,Asia
Armenia,2001,371,9,0,296470000,NA,3065426,16.200000763,3712001,1,0,0,0,0,22.768854141,5,Anocracy,High,Asia
Armenia,2002,371,0,0,400530000,NA,3060592,16.200000763,3712002,1,0,0,0,0,22.892719269,5,Anocracy,Low,Asia
,2003,371,NA,NA,NA,NA,NA,NA,3712003,0,0,0,0,0,NA,NA,NA,NA,NA
Armenia,2004,371,2,0,286340000,18.198382679,3061844,24.200000763,3712004,1,0,0,0,0,23.123592377,5,Anocracy,Middle,Asia
Armenia,2005,371,1,0,188420000,19.30485874,3064925,NA,3712005,1,0,0,0,0,23.253742218,5,Anocracy,Low,Asia
Georgia,1995,372,6,0,260760000,NA,5068901,19.799999237,3721995,1,0,0,0,0,22.842943192,5,Anocracy,Middle,Asia
Georgia,1996,372,3,0,390320000,NA,4991836,19.799999237,3721996,1,0,0,0,0,22.949102402,5,Anocracy,Middle,Asia
Georgia,1997,372,2,0,325240000,12.197781241,4923656,19.799999237,3721997,1,0,0,0,0,23.049121857,5,Anocracy,Middle,Asia
Georgia,1998,372,6,0,286010000,10.844063337,4862349,19.799999237,3721998,1,0,0,0,0,23.079698563,5,Anocracy,Middle,Asia
Georgia,1999,372,5,0,328620000,11.529988661,4803725,13.800000191,3721999,1,0,0,0,0,23.10798645,5,Anocracy,Middle,Asia
Georgia,2000,372,16,0,228210000,10.357340886,4744750,13.699999809,3722000,1,0,0,0,0,23.126203537,5,Anocracy,High,Asia
Georgia,2001,372,11,0,4.07E+08,10.371594187,4685873,13.699999809,3722001,1,0,0,0,0,23.173137665,5,Anocracy,High,Asia
Georgia,2002,372,1,0,409550000,10.462678164,4628826,13.699999809,3722002,1,0,0,0,0,23.226430893,5,Anocracy,Low,Asia
Georgia,2003,372,6,0,278520000,10.332676474,4573208,13.699999809,3722003,1,0,0,0,0,23.331314087,5,Anocracy,Middle,Asia
Georgia,2004,372,15,0,354700000,16.009290472,4518528,6.5999999046,3722004,1,0,0,0,0,23.388237,7,Democracy,High,Asia
Georgia,2005,372,21,0,323900000,18.143967334,4464543,NA,3722005,1,0,0,0,0,23.47990036,7,Democracy,High,Asia
Azerbaijan,1995,373,5,0,153300000,17.998360274,7685000,2.5999999046,3731995,1,0,0,0,0,23.379770279,-6,Autocracy,Middle,Asia
Azerbaijan,1996,373,8,0,124060000,13.767009193,7763000,2.2999999523,3731996,1,0,0,0,0,23.392686844,-6,Autocracy,High,Asia
Azerbaijan,1997,373,5,0,250180000,14.881714399,7838000,2.2999999523,3731997,1,0,0,0,0,23.449068069,-6,Autocracy,Middle,Asia
Azerbaijan,1998,373,10,0,168550000,17.880637626,7913000,6.9000000954,3731998,1,0,0,0,0,23.544378281,-7,Autocracy,High,Asia
Azerbaijan,1999,373,19,0,228320000,17.57298948,7983000,6.9000000954,3731999,1,0,0,0,0,23.615768433,-7,Autocracy,High,Asia
Azerbaijan,2000,373,17,0,182060000,NA,8048534.7859,11.699999809,3732000,1,0,0,0,0,23.721027374,-7,Autocracy,High,Asia
